epd,move,eval,depth,pv,engine
r2r2k1/4qp2/p5p1/2p4p/5P2/3RP1K1/PPQ4P/3R4 b - -,g8h7,0,40,g8h7 d3d8 a8d8 d1d8 e7d8 c2c5 d8d1,Stockfish 050822
r2r2k1/4qp2/p5p1/2p4p/5P2/3RP1K1/PPQ4P/3R4 b - -,a8b8,0,40,a8b8 d3d8 b8d8 d1d8 e7d8 c2c5 d8d1,Stockfish 050822
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,f2d4,32,47,f2d4 a1e1 d4g7 e1c1 d7c7 c1f1 h7h5,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,f2b2,0,47,f2b2 a1a6 c3b5 h3h4 b2d4 h4h5 d7a7,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,f2d2,0,47,f2d2 g5f6 c3e2 f3e2 d2e2 h3h4 h7h6,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,f2e3,0,47,f2e3 g5f6 c3e2 f3e2 e3e2 h3h4 h7h6,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,d7b7,0,47,d7b7 g5f6 c3e2 f3e2 f2e2 a1b1 b7d7,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,d7c7,0,47,d7c7 a1a6 c3b1 f3h5 f2c5 g5f6 c5c3,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,f2c2,0,47,f2c2 h3h4 c2d2 h4h5 d2d4 a1a6 d7e7,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,e8f8,0,47,e8f8 f3g4 f2b2 a1a6 c3e4 f4e4 f7f5,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,h7h6,-18,47,h7h6 g5h6 f2d4 a1a6 d4e5 h3h4 d7e7,Stockfish 15
4r1k1/3r1p1p/3p2p1/3P2Q1/4PR2/2n2B1P/5qPK/R7 b - -,d7e7,-25,47,d7e7,Stockfish 15
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,h5h4,43,40,h5h4 g3h2 b6d5 c6d5 e6d5 a1d1 d5b7,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,b6d5,35,40,b6d5 a1e1 h5h4 g3d6 d5c7 e1e4 a7a6,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,b6c4,0,40,b6c4 a1e1 e4e3 c6b5 h5h4 g3h2 e3f2,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,g7f6,0,40,g7f6 a1d1 b6c4 b2b3 h5h4 g3h2 c4e5,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,e4e3,-15,40,e4e3 a1d1 g7f6 f2e3 b6c4 b2b3 c4e3,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,e6d7,-21,40,e6d7 c6e4 h8e8 e4f3 g5g4 h3g4 h5g4,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,e6d5,-25,40,e6d5 c6d5 b6d5 a1d1 d5b6 g1f1 h8c8,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,b6d7,-39,40,b6d7 c6e4 h5h4 g3d6 d7b6 e4b7 b6c4,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,f7e7,-72,40,f7e7 c6e4 h5h4 g3h2 b6d7 a1e1 g7e5,Stockfish 050822
7r/p1P2kb1/1nB1b3/6pp/4p3/2P3BP/PP3PP1/R5K1 b - -,h8c8,-77,40,h8c8 a1d1 h5h4 g3h2 e6a2 c6e4 a2c4,Stockfish 050822
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,c3e4,417,46,c3e4 f7d7 e2c2 d7d8 g2g3 f8e7 f1e2,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,c6c8,60,46,c6c8 f7c7 c8c7 g7c7 c3e4 f8e7 e4g3,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,e2c2,0,46,e2c2 f7f4 c6c4 f4c4 d3c4 h6f4 c3e4,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,c6c4,0,46,c6c4 f7f4 e2c2 f4c4 d3c4 h6f4 c3e4,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,d3e4,0,46,d3e4 f7f4 e2e3 f4h4 e3e2 h6f4 e4f5,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,c3d1,0,46,c3d1 f7f4 d3e4 f4h4 f1g1 h6f4 d1e3,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,d3c2,0,46,d3c2 f7f4 e2e3 f4h4 e3e2 h4h1 f1f2,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,f1g1,0,46,f1g1 f7f3 c3e4 f3f4 e4d6 e8d6 c6d6,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,e2a2,0,46,e2a2 f7f4 c3e4 f4h4 f1g1 h6f4 c6c8,Stockfish 15
4nk2/p4rr1/1pRp3b/1P1Pp2p/1P5P/2NBpP2/4R1P1/5K2 w - -,e2b2,0,46,e2b2 f7f4 c3e4 f4h4 f1g1 h6f4 c6c8,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g2d5,0,49,g2d5 h6h5 e3f3 e5e4 f3f5 g6f5 g4f5,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g2c6,0,49,g2c6 a5c6 e3f3 e8d7 f3f8 h6h5 f8f5,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g2f3,0,49,g2f3 e5e4 f3g2 e8d7 e3d4 e4d3 d4d3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g1f2,0,49,g1f2 e5e4 f2g1 e8d7 e3d4 e4d3 d4d3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,e3f2,0,49,e3f2 e5e4 f2d4 e4d3 e2d3 c6g2 g1g2,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g1f1,0,49,g1f1 c6g2 f1g2 e5e4 e3d4 h6h5 g2g3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,g1h2,0,49,g1h2 c6g2 h2g2 e5e4 e3d4 h6h5 g2g3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,h4e1,-9,48,h4e1 c6g2 g1g2 e5e4 e1f2 e8d7 g2g3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,h4g3,-9,48,h4g3 c6g2 g1g2 e5e4 g3f2 e8d7 g2g3,Stockfish 15
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - -,h4f2,-21,48,h4f2 h6h5 g2d5 h5g4 e3g3 c6d7 d5f3,Stockfish 15
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,b4b5,68,40,b4b5 d5c4 d3c4 c6b5 c4b5 d7f6 e3c4,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,d1e1,21,40,d1e1 h7h6 b4b5 d5c4 d3c4 c6b5 c4b5,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,g1f1,16,40,g1f1 d7f6 f1g2 h7h6 f2f3 e8d6 c4c5,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,g1g2,10,40,g1g2 h7h6 d1e1 e8d6 c4c5 b6c5 b4c5,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,g1h1,9,40,g1h1 a8c8 b4b5 d5c4 d3c4 e8d6 c4a4,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,f2f3,3,40,f2f3 h7h6 d3d2 b6b5 c4c5 e8f6 d1f1,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,d1f1,0,40,d1f1 e8d6 c4c5 b6c5 d4c5 d6b5 f2f4,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,c4d5,0,40,c4d5 c6d5 b4b5 d8c8 c1c8 a8c8 d1c1,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,b2a1,0,40,b2a1 h7h6 g1h1 e8d6 c4c5 b6c5 b4c5,Stockfish 050822
r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,c4c5,0,40,c4c5 b6b5 f2f3 f7f5 e3g2 e8f6 d3d2,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,d1d5,21,40,d1d5 a8c8 a1d1 c8c6 e3a7 e5d3 f4d3,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,f1e1,11,40,f1e1 e5d3 f4d3 f5d3 b2b3 d8d6 b3c4,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,h2h3,1,40,h2h3 a8c8 d1d5 f5d7 d5b7 d7c6 b7e7,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,a1c1,0,40,a1c1 a8c8 g2b7 c8b8 b7a6 f5g4 f2f3,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,d1d2,0,40,d1d2 f8e8 h2h3 d8d7 a1c1 a8c8 f1d1,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,h2h4,-5,40,h2h4 d8f6 d1a4 f6d6 a1d1 d6b8 f4d5,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,d1a4,-28,40,d1a4 d8d6 a1d1 d6b8 f4d5 f5g4 d1d2,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,e3c5,-30,40,e3c5 e5d3 f4d3 f5d3 d6d7 d8d7 c5f8,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,g2b7,-39,40,g2b7 a8b8 b7g2 b8b2 e3d4 b2b8 a1c1,Stockfish 050822
r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,g2h1,-58,40,g2h1 e5d3 b2b3 g7a1 d1a1 d3f4 e3f4,Stockfish 050822
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,h6f5,38,47,h6f5 g3g4 f5d4 d1d4 c4d4 c3d4 g8h7,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,a5a4,21,47,a5a4 e2d2 g8h7 g3g4 h5g4 h3g4 h6g4,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,g8h7,20,47,g8h7 g3g4 h5g4 h3g4 h6g4 h1g2 a5d5,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,a5d5,17,47,a5d5 e2d2 h6f5 g3g4 f5h4 d2b2 f7f5,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,c4a4,0,47,c4a4 h1g2 h6f5 d4a7 a5d5 d1d5 e6d5,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,a5b5,0,47,a5b5 h1g2 h6f5 g3g4 f5h4 g2g3 h4g6,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,a5a3,0,47,a5a3 h1g2 h6f5 d4f2 a3a4 g2f3 h5h4,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,e7a3,0,47,e7a3 g3g4 a5b5 d1g1 h5g4 h3g4 b5b2,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,c4c6,0,46,c4c6 d4f2 a5d5 e2d2 c6c4 d2d4 f7f6,Stockfish 15
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - -,g8h8,0,46,g8h8 h1g2 h6f5 e2d2 f7f6 e5f6 g7f6,Stockfish 15
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,c3b5,440,40,c3b5 c7c6 d4g4 g8h8 f3d4 c6d7 g4g3,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,d4g4,422,40,d4g4 g8h8 c3b5 c7c6 f3d4 c6d7 g4g3,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,e2c2,266,40,e2c2 b6d7 d4g4 f7f5 e5f6 f8f6 c3b5,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,h2h4,263,40,h2h4 a8d8 d4g4 g8h8 c3b5 c7c6 h4h5,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,b1e1,254,40,b1e1 b6d7 c3b5 c7b8 e3g5 e7g5 f3g5,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,h2h3,210,40,h2h3 b6d7 d4g4 f7f5 e5f6 d7f6 g4d4,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,a2a3,200,40,a2a3 b6d7 c3b5 c7b8 e3f4 f8d8 h2h4,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,e3d2,189,40,e3d2 f7f5 e5f6 e7f6 d2f4 c7c8 f4e5,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,b1f1,187,40,b1f1 f7f5 c3b5 c7c6 b5d6 b6c8 e3f4,Stockfish 050822
r4rk1/1pq1bppp/1n2p3/p1n1P3/2PR4/2N1BN2/P3QPPP/1R4K1 w - -,g2g3,184,40,g2g3 b6d7 d4g4 h7h5 g4f4 d7e5 e3c5,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2f2,936,40,c2f2 g4e6 d5e7 g8h7 b4a5 d8d7 f2e2,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2c1,885,40,c2c1 g4e6 d5c7 e6h3 b4a5 g8f7 a5b6,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2g2,875,40,c2g2 g4e6 d5c7 e6h3 g2g3 h3c8 b4a5,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2c3,872,40,c2c3 g8f7 c3e3 g4e6 d5c7 e6d7 b4a5,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2d2,844,40,c2d2 g8f7 b4a5 f7e6 a5b6 g4f3 b6c7,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,b4a5,828,40,b4a5 g8f7 c2d2 f7e6 a5b6 g4f3 b6c7,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,d5e7,698,40,d5e7 g8f7 b4a5 f7e6 c2f2 g4h5 a5b6,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2b2,658,40,c2b2 g8f7 b4a5 f7e6 d5c7 e6d7 b2g2,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,c2a2,400,40,c2a2 g8f7 a2g2 h6h5 b4a5 f7e6 d5c7,Stockfish 050822
3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,h2h3,247,40,h2h3 g4h3 b4a5 h3e6 d5f4 e6f5 c2e2,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5b5,132,40,a5b5 h4h5 e6e2 h5g6 e2d2 g6f7 g8f7,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5a4,122,40,a5a4 b2b3 a4e4 f2f3 e4f5 g1g2 d5d4,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5a6,21,40,a5a6 d1e1 e6e1 g1e1 g6c2 b1c2 a6a4,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5d2,0,40,a5d2 f4d2 e6e2 g1e1 e8e6 e1e2 e6e2,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5b6,-63,40,a5b6 d2d5 e6e2 d1c1 e2f2 h4h5 g6h5,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5b4,-108,40,a5b4 d2b4 c5b4 d1d5 e6e2 f4e3 e2c2,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5d8,-383,40,a5d8 d2d5 d8a5 f4e3 e6b6 b1a1 a5b4,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,e6a6,-726,40,e6a6 d2a5 a6a5 d1d5 g6e4 d5d6 c5c4,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,g6c2,-963,40,g6c2 d2c2 e6e2 f4d2 a5b5 g5g6 f7g6,Stockfish 050822
4r1k1/p4pp1/4r1b1/q1pp2P1/5B1P/8/PPPQ1P2/1K1R2R1 b - -,a5a2,-1485,40,a5a2 b1a2 d5d4 d1c1 g6h5 d2a5 c5c4,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,e6f8,157,40,e6f8 g8f8 a1c1 c8a6 f1f2 b8d8 c1c6,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,e6c7,0,40,e6c7 g5h4 g3h2 g6g3 f1g1 h5g6 a1a2,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,a1c1,0,40,a1c1 c8e6 d5e6 f8e6 d3f2 e6d4 e2c4,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,d3f2,-34,40,d3f2 f4e2 d1e2 f8e6 d5e6 c8e6 f2g4,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,d3b4,-52,40,d3b4 f8e6 d5e6 c8e6 a1c1 b6b5 b4d5,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,f1g1,-122,40,f1g1 f8e6 d5e6 c8e6 a1c1 g8h7 c1c7,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,d1d2,-224,40,d1d2 f8e6 d5e6 c8e6 a1c1 f4e2 d2e2,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,d3b2,-229,40,d3b2 f8e6 d5e6 f4e2 d1e2 c8e6 b2c4,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,f1f2,-252,40,f1f2 f8e6 d5e6 c8e6 a1c1 g8h8 d6d7,Stockfish 050822
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,a1b1,-257,40,a1b1 f8e6 d5e6 c8e6 f1g1 g8h7 d3f2,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,c1c3,-12,40,c1c3 d8c8 c3c8 b8c8 b3c1 e6d7 e2d1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,b2c3,-140,40,b2c3 b8a7 e2f1 e6c8 d2b2 d8e8 b3a1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,d2c3,-141,40,d2c3 f6e8 c3d2 e6d7 c1a1 e8g7 b3c1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,e2f1,-903,40,e2f1 c3a2 c1e1 f6e8 d2g5 a2b4 b3c1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,c1e1,-911,40,c1e1 c3a2 e2b5 f6e8 f2e2 a2b4 e2e3,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,c1f1,-914,40,c1f1 c3e2 f2e2 e7c7 b3c1 e6c8 e2f2,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,e2d3,-919,40,e2d3 c3a2 c1e1 a2b4 d3f1 e7c7 b3c1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,e2a6,-927,40,e2a6 c3a2 c1e1 a2b4 a6f1 e7c7 b3c1,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,e2d1,-936,40,e2d1 c3d1 c1d1 d8c8 b3c1 e6d7 b2b3,Stockfish 050822
1k1r4/4rp2/1p1qbnp1/p2p3p/P2P4/1Nn2P2/1P1QBRPP/2R3K1 w - -,b3a1,-953,40,b3a1 c3a2 c1b1 a2b4 a1c2 b4c2 d2c2,Stockfish 050822
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c4a2,117,46,c4a2 e3h3 e8c8 h4h5 g6h5 a3a4 b5a4,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c4c8,80,46,c4c8 e3f3 c2c1 d3e3 c1e1 e3e1 c8c4,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c2b2,60,46,c2b2 e1c1 b2c2 c1c2 c4c2 e3d2 e8c8,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,f8g7,36,46,f8g7 d3d4 c4a2 e3f3 a2b2 d4d3 c2c1,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c2a2,31,46,c2a2 e3f3 a2c2 h4h5 c2c1 e1c1 c4c1,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,h7h5,30,46,h7h5 f4f5 c4g4 e3h6 f8g8 h6g6 g4g6,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,f8g8,9,46,f8g8 h4h5 g8g7 d3d4 c4c3 d4d3 c3c8,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,f8f7,8,45,f8f7 h4h5 f7g7 d3d4 c4c3 d4d3 c3c8,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,c4c7,0,45,c4c7 f4f5 f8g7 f5g6 h7g6 h4h5 c7c4,Stockfish 15
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - -,h7h6,0,45,h7h6 d3d4 c4c3 d4d3,Stockfish 15
