index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
109,1r1qbr1k/4bp1p/p3p2Q/3pP3/2pP4/P1N1PN2/1PR2RP1/6K1 b - -,f8g8,yes,STS(v2.2) Open Files and Diagonals.010,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,8226,
110,1r3k2/8/R7/4pPP1/P1p5/1nP5/R5P1/3rB1K1 w - -,a6h6,,STS(v2.2) Open Files and Diagonals.011,,sts_old,40,ferdy,done,2022-11-25,yes,,,,ok,"sf15 search explodes after depth 35, use sf16 dev",ferdy,no,,,
111,1r3rk1/2b3pp/p4p2/2p5/P1Np4/1P1R2P1/1P3P1P/2R3K1 b - -,f8e8,yes,STS(v2.2) Open Files and Diagonals.012,,sts_old,40,unix,done,2022-10-29,yes,ferdy,2022-11-28,49,ok,There is new bm.,ferdy,yes,,62,1800
112,1r5k/p7/3pQ1p1/1Np5/2P3P1/7P/1PK5/7q b - -,h1f1,yes,STS(v2.2) Open Files and Diagonals.013,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,194,
113,1r6/4q3/2p2p1k/4p1pP/P2nP2P/5BR1/5PK1/2Q5 w - -,f3g4,yes,STS(v2.2) Open Files and Diagonals.014,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,1175,
114,1r6/7k/1p4r1/1P2p3/2P1p2P/2RbB3/6P1/2R4K w - -,c1a1,yes,STS(v2.2) Open Files and Diagonals.015,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,270,
115,1r6/8/1r5p/p2pk3/4p3/2P4P/RP2B1n1/1RK5 b - -,b6f6,yes,STS(v2.2) Open Files and Diagonals.016,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,6574,
116,1rbr2k1/pp3pp1/q6p/4P3/3p1P2/6P1/P2QP1BP/R1R3K1 w - -,g2e4,yes,STS(v2.2) Open Files and Diagonals.017,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,269,
117,2b1r1k1/2r5/p3pbp1/5p2/PN5P/1Pp2BP1/4PP2/2R2RK1 w - -,f1d1,yes,STS(v2.2) Open Files and Diagonals.018,,sts_old,40,unix,done,2022-10-29,yes,,,,ok,,ferdy,no,,250,
118,2r1k3/p5pp/1p2p3/7P/P2B2Q1/1bP5/R4PPK/4q3 w - -,a2e2,yes,STS(v2.2) Open Files and Diagonals.019,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2218,
119,2r1q1k1/2p2rbp/p2p2p1/Q2P4/b3P3/3p2P1/3B1PBP/2R1R1K1 w - -,g2h3,yes,STS(v2.2) Open Files and Diagonals.020,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,167,
120,2r1q2k/7p/p1np1P1P/8/1pP2R2/8/PP1Q4/R1KN2r1 b - -,e8g6,yes,STS(v2.2) Open Files and Diagonals.021,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,261,
121,2r1q3/p1p1nk1p/4p2p/2R1Pp2/1P1Q4/P3N1P1/5P2/6K1 w - -,d4h4,yes,STS(v2.2) Open Files and Diagonals.022,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,760,
122,2r2k2/R4bpp/2p2p2/1pN5/1n3PP1/1P2P2P/8/5BK1 w - -,f1g2,,STS(v2.2) Open Files and Diagonals.023,,sts_old,40,ferdy,done,2022-11-02,yes,,,,ok,,ferdy,no,,,
123,2r2rk1/1p1nbppp/p2p4/B2Pp1PP/5P2/1P6/P1P5/1K1R1B1R w - -,f1h3,yes,STS(v2.2) Open Files and Diagonals.024,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,477,
124,2r2rk1/4q1pp/p7/1pb1Pp2/5P2/1P1QB3/b3N1PP/2R1K2R b K -,f8d8,yes,STS(v2.2) Open Files and Diagonals.025,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2123,
125,2r3k1/1b1n1npp/1pq2p2/8/1P1QP3/6P1/1B1NBP1P/3R2K1 w - -,d1c1,yes,STS(v2.2) Open Files and Diagonals.026,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1240,
126,2r3n1/p1p3kp/1q2p2p/4Pp2/1P4N1/P5P1/1Q3P2/2R3K1 w - -,b2d2,yes,STS(v2.2) Open Files and Diagonals.027,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,842,
127,2rq2k1/1p3pb1/1n4pp/pP2p3/P1b1P3/2N4P/2B1NPP1/R1Q3K1 b - -,g7f8,yes,STS(v2.2) Open Files and Diagonals.028,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1396,
128,2rq2k1/4rpp1/p3p3/P2n2pP/2pPR3/2P3B1/2Q2PP1/R5K1 b - -,e7b7,yes,STS(v2.2) Open Files and Diagonals.029,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,569,
129,2rr1b2/3q3k/p4n1p/1p1p2p1/2nNp3/P1N2PQ1/1PP3PP/R1BR2K1 b - -,f8d6,yes,STS(v2.2) Open Files and Diagonals.030,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2005,
130,3b2k1/1p1b4/4p2B/1n1p1p2/pN6/P2P4/1PR3PP/7K w - -,h6e3,yes,STS(v2.2) Open Files and Diagonals.031,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,720,
131,3q2k1/5rpp/r1pPp3/1bQn4/p2B4/4P1P1/1P1R2BP/R5K1 w - -,g2h3,yes,STS(v2.2) Open Files and Diagonals.032,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1362,
132,3Q4/5pk1/4p1p1/3pb2p/P3q2P/1r4P1/2R2P1K/2R5 b - -,e5f4,yes,STS(v2.2) Open Files and Diagonals.033,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,469,
133,3q4/7k/3ppp2/p3n2B/P1r1P2P/8/1PPQ4/1K3R2 w - -,f1g1,yes,STS(v2.2) Open Files and Diagonals.034,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1363,
134,3r1k2/R4bpp/2p2p2/1pN5/1n3PP1/1P2P2P/6B1/6K1 w - -,g2e4,yes,STS(v2.2) Open Files and Diagonals.035,,sts_old,40,unix,done,2022-10-30,yes,ferdy,2022-11-28,48,ok,,ferdy,no,,79,1800
135,3r1r2/p5k1/1pnpP2p/6p1/2P3P1/4P3/P1B1K1P1/3R3R w - -,c2a4,yes,STS(v2.2) Open Files and Diagonals.036,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1880,
136,3r2k1/4q1pp/p7/1p2Pp2/5P2/1P2Q3/b5PP/2N1K2R b K -,a2b1,yes,STS(v2.2) Open Files and Diagonals.037,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,739,
137,3r2k1/pp1q1ppp/4rnn1/3p4/P1pP4/2P1P2P/1BQN1PP1/RR4K1 w - -,b2a3,yes,STS(v2.2) Open Files and Diagonals.038,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,570,
138,3r2k1/R7/1p3np1/1P1b4/1p6/5PqP/2Q3P1/3R2K1 b - -,d8e8,yes,STS(v2.2) Open Files and Diagonals.039,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,6682,
139,3r3k/1p2R2p/pP4p1/8/2rp1p2/5P2/2P3PP/4R1K1 w - -,e7c7,yes,STS(v2.2) Open Files and Diagonals.040,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,299,
140,3r4/3pkpp1/4p3/2p3q1/6r1/1P6/P5B1/2R1RQK1 b - -,d8h8,yes,STS(v2.2) Open Files and Diagonals.041,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,266,
141,3r4/3q2bk/3rp1p1/1p5p/4QP2/R1Pp2P1/P2B1R1P/6K1 b - -,d8c8,,STS(v2.2) Open Files and Diagonals.042,,sts_old,39,ferdy,done,2022-11-25,yes,,,,ok,new bm but same theme,ferdy,no,,,
142,3r4/p2rppk1/2R3p1/4q3/3b4/PP4P1/2QRNP2/5K2 b - -,e5h5,yes,STS(v2.2) Open Files and Diagonals.043,,sts_old,40,unix,done,2022-10-30,yes,ferdy,2022-11-28,49,ok,,ferdy,no,,116,1800
143,3rr1k1/1p2bppp/p1p5/P2P3q/2B1PPb1/1P1R4/3B1QP1/4R1K1 w - -,d2c3,,STS(v2.2) Open Files and Diagonals.044,,sts_old,48,ferdy,done,2022-11-02,yes,,,,ok,Top 9 moves have an eval of zero.,ferdy,yes,,,
144,3rr1k1/pp2q1bp/n1p1P1p1/5p2/P2N1Pb1/1BP5/6PP/R1B1QRK1 w - -,c1a3,,STS(v2.2) Open Files and Diagonals.045,,sts_old,40,ferdy,done,2022-11-02,yes,,,,ok,,ferdy,no,,,
145,4b2k/1q2bprp/pr6/3pP3/2pP4/P4N2/1P3RPQ/3N1RK1 b - -,e8d7,yes,STS(v2.2) Open Files and Diagonals.046,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,171,
146,4k2r/p2n3p/4q1pQ/1p2b2P/8/P1P2R2/1P4P1/K4R2 w - -,f1d1,yes,STS(v2.2) Open Files and Diagonals.047,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,843,
147,4qrk1/pb4p1/2p1p2p/PpP1Pr2/1P2QP1R/2B3P1/6R1/6K1 w - -,g2d2,,STS(v2.2) Open Files and Diagonals.048,,sts_old,40,ferdy,done,2022-11-02,yes,,,,ok,,ferdy,no,,,
148,4r1k1/3q1ppb/2p5/2Pp1P1p/p2P3P/P3P1PB/5Q1K/4R3 w - -,e1b1,,STS(v2.2) Open Files and Diagonals.049,,sts_old,37,ferdy,done,2022-11-02,yes,,,,ok,,ferdy,no,,,
149,4r1k1/pbq2rpp/1p2p3/4P2P/P1p4Q/1nP1B3/R1B2PP1/1R4K1 w - -,c2g6,yes,STS(v2.2) Open Files and Diagonals.050,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,896,
150,4r1k1/R5p1/4b2p/1p2P3/7P/P1nP4/6PK/4R3 w - -,e1c1,yes,STS(v2.2) Open Files and Diagonals.051,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,133,
151,4r2k/1pp1n1pp/pb3r2/6Nq/P2P4/2PQ2P1/1R3RKP/2B5 w - -,b2e2,yes,STS(v2.2) Open Files and Diagonals.052,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,569,
152,4rrk1/1b3pp1/1q3b1p/p2p1P2/3N4/2P3N1/1P3QPP/1R3R1K b - -,b7a6,yes,STS(v2.2) Open Files and Diagonals.053,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,475,
153,5b2/1p1q3n/pB1p2k1/P4N1p/6pP/4R3/6P1/5RK1 w - -,b6d4,yes,STS(v2.2) Open Files and Diagonals.054,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,332,
154,5k2/ppQbbp1p/8/5p2/P7/1P6/4KPPP/q4B1R b - -,e7b4,yes,STS(v2.2) Open Files and Diagonals.055,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,580,
155,5r1k/6p1/p1n1pr1p/2P1p2q/P5RN/4Q2P/5PP1/2R4K w - -,c1b1,yes,STS(v2.2) Open Files and Diagonals.056,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1303,
156,5rk1/p3qpb1/1p5p/5Q2/P7/1B2P3/1p3PPP/5RK1 b - -,f8d8,yes,STS(v2.2) Open Files and Diagonals.057,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,558,
157,5rk1/p7/1n1q1p2/1Prp1pNp/8/5NPP/P2Q1PB1/5RK1 w - -,f1e1,yes,STS(v2.2) Open Files and Diagonals.058,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1784,
158,5rk1/pp4p1/5rnp/3p1b2/2p2P2/P1P3P1/2P1B2P/R1B1R1K1 w - -,e2f3,yes,STS(v2.2) Open Files and Diagonals.059,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,307,
159,5rrk/pR4p1/3p2q1/P6p/2Q1pn2/7P/1PP2PP1/R3N1K1 w - -,a1a3,yes,STS(v2.2) Open Files and Diagonals.060,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,4143,
160,6k1/1b3p2/p2q2p1/P2Pp2p/1p2Pb1P/1Br5/Q4PP1/3RN1K1 b - -,b7c8,yes,STS(v2.2) Open Files and Diagonals.061,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,210,
161,6k1/1q3rpp/5n2/Rp2r3/4p3/1B5P/3BQPP1/6K1 w - -,d2e3,,STS(v2.2) Open Files and Diagonals.062,,sts_old,40,ferdy,done,2022-11-02,yes,,,,ok,,ferdy,no,,,
162,6k1/1q5p/5np1/pb1pNp2/3P1B1P/1Q6/1P2PP2/6K1 w - -,b3a3,yes,STS(v2.2) Open Files and Diagonals.063,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,619,
163,6k1/2q4p/r3b1p1/2P1p3/r7/4QP2/p1RN2PP/R5K1 b - -,a4b4,,STS(v2.2) Open Files and Diagonals.064,,sts_old,36,ferdy,done,2022-11-02,yes,,,,ok,There is new bm.,ferdy,yes,,,
164,6k1/pb4p1/1p1b2q1/1P1p3p/3Pn3/P1r2N1P/4QPB1/2B1R1K1 b - -,b7c8,yes,STS(v2.2) Open Files and Diagonals.065,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,171,
165,6k1/q4p2/2b1p2p/4Pp2/pP3N2/Q4PP1/6KP/8 b - -,a7d4,yes,STS(v2.2) Open Files and Diagonals.066,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1557,
166,6r1/1R6/1bp1knp1/pp1n3p/4pP1P/1PN3B1/1P3PB1/5K2 w - -,g2h3,yes,STS(v2.2) Open Files and Diagonals.067,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,634,
167,6r1/4bbk1/p3p1p1/Pp1pPp2/3P1P2/2P2B2/3B2K1/1R6 b - -,g8h8,,STS(v2.2) Open Files and Diagonals.068,,sts_old,44,ferdy,done,2022-11-03,yes,,,,ok,,ferdy,no,,,
168,6rk/1n4bp/p3R2r/1p1P1Pp1/1P6/P1pB2P1/5P2/2R3K1 b - -,g8c8,yes,STS(v2.2) Open Files and Diagonals.069,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,709,
169,8/2b1rk2/2b1p1p1/5n2/p1pP2Q1/2p3P1/P4P2/2B1RK2 w - -,c1g5,yes,STS(v2.2) Open Files and Diagonals.070,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2132,
170,8/3q1pk1/3p4/2pB2p1/P2n4/1P4BP/6P1/4R1K1 b - -,d7f5,,STS(v2.2) Open Files and Diagonals.071,,sts_old,40,ferdy,done,2022-11-03,yes,,,,ok,,ferdy,no,,,
171,8/3r1k2/2p3p1/1pPb1p2/p7/P1B2P2/4BK2/3R4 w - -,d1h1,yes,STS(v2.2) Open Files and Diagonals.072,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,2703,
172,8/5r1k/p3b1pp/4p1q1/P3Pn2/2B1N2P/3R1PPK/3Q4 w - -,d1b1,yes,STS(v2.2) Open Files and Diagonals.073,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,903,
173,8/5r2/1pp2p1R/p3n3/4Pp1p/2P2P1k/4K2P/R7 b - -,f7g7,yes,STS(v2.2) Open Files and Diagonals.074,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2948,
174,8/p1r3kp/r3p1p1/PRp1n1P1/7R/8/4K2P/7B b - -,a6d6,yes,STS(v2.2) Open Files and Diagonals.075,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,724,
175,8/p1rb3k/1p1b1p1p/3q1p2/1P1P4/P1n1PPP1/3N3P/R1R2Q1K b - -,d7b5,yes,STS(v2.2) Open Files and Diagonals.076,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,457,
176,b1r3k1/3n1pb1/p2q2p1/P2Pp2p/1p2P2P/1Rr1NN2/Q1B2PP1/3R2K1 b - -,g7h6,,STS(v2.2) Open Files and Diagonals.077,,sts_old,40,ferdy,done,2022-11-03,yes,,,,ok,"There are 2 top 1 move, one does not belong to a open files/diag.",ferdy,yes,,,
177,b2r4/3qk3/1p1pp3/pN4b1/P3Pp1p/2P5/4BQPP/5R1K w - -,e2g4,yes,STS(v2.2) Open Files and Diagonals.078,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,124,
178,q1b2k2/5ppp/2n5/P1N1n3/8/2PpB1P1/3N1P1P/R4RK1 w - -,f1b1,yes,STS(v2.2) Open Files and Diagonals.079,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,886,
179,r1b2r1k/1p2qpb1/1np3pp/p7/3P4/PBN2N2/1PQ2PPP/3R1RK1 w - -,f1e1,yes,STS(v2.2) Open Files and Diagonals.080,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,397,
180,r1b2rk1/4bpp1/7p/1B1pP3/3B4/8/1PP3PP/2KR3R b - -,c8g4,yes,STS(v2.2) Open Files and Diagonals.081,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,295,
181,r1b2rk1/pp3pb1/1npN1qpp/2P5/1PBp4/P4NPP/5P2/2RQ1RK1 w - -,f1e1,,STS(v2.2) Open Files and Diagonals.082,,sts_old,40,ferdy,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,,
182,r1b3k1/4brp1/p6p/1p1p4/3B4/8/PPP3PP/2KR1B1R w - -,f1d3,yes,STS(v2.2) Open Files and Diagonals.083,,sts_old,40,unix,done,2022-10-30,yes,ferdy,2022-11-28,47,ok,,ferdy,no,,78,1800
183,r1b3k1/pp2qrpp/1n6/1Bb1Pp2/3p1P2/7Q/PP1BN1PP/R3K2R b KQ -,c8e6,yes,STS(v2.2) Open Files and Diagonals.084,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,371,
184,r1b3kr/p3qpp1/1pn1p2p/3pP2P/7n/3B3Q/2P2PPN/1RB1R1K1 w - -,c1a3,yes,STS(v2.2) Open Files and Diagonals.085,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,937,
185,r1br2k1/p4p2/1qp4p/1p2P1p1/6n1/5NP1/PP2QN1P/R1B2BK1 b - -,c8e6,yes,STS(v2.2) Open Files and Diagonals.086,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,358,
186,r3r1k1/1b3ppp/2p2n2/1p2b1B1/4P1B1/P6P/1PQ1NPP1/6K1 w - -,g4f5,yes,STS(v2.2) Open Files and Diagonals.087,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,398,
187,r3r1k1/2q2pp1/1pp2np1/4p3/nP2P1P1/P3Q2P/3R1PB1/B1R3K1 w - -,g2f1,,STS(v2.2) Open Files and Diagonals.088,,sts_old,36,criko,done,2022-11-01,yes,,,,,,ferdy,no,,,
188,r3r1k1/ppn2ppp/2p5/5P2/P7/2N4P/1PP5/R1B2RK1 w - -,c1f4,yes,STS(v2.2) Open Files and Diagonals.089,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,2204,
189,r3r2k/2R4p/3B2b1/p7/1p2p3/6PP/PPP4K/4R3 w - -,d6c5,,STS(v2.2) Open Files and Diagonals.090,,sts_old,40,ferdy,done,2022-11-03,yes,,,,ok,,ferdy,no,,,
190,r4qk1/1p3rbp/3p1np1/2pPp3/b1P5/P1NBBPP1/3Q1R1P/4R1K1 w - -,e1b1,yes,STS(v2.2) Open Files and Diagonals.091,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,209,
191,r4rk1/1p2pp1p/3p1np1/q2P1P2/2P3BQ/pP5R/P1R3PP/7K w - -,c2e2,yes,STS(v2.2) Open Files and Diagonals.092,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,528,
192,r4rk1/1p2ppbp/1q1p2p1/p1nP1P2/2P3B1/5R2/PPRB2PP/1Q5K w - -,b1e1,yes,STS(v2.2) Open Files and Diagonals.093,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,871,
193,r4rk1/5pb1/2p3pp/pp2n3/1n3B2/1PN1PP1P/1P2BPK1/2R3R1 w - -,g1d1,,STS(v2.2) Open Files and Diagonals.094,,sts_old,36,criko,done,2022-11-02,yes,ferdy,2022-11-03,40,ok,,ferdy,no,,,
194,r4rk1/6b1/2p1N1p1/8/p2p3R/8/R4P1P/5K2 b - -,f8b8,yes,STS(v2.2) Open Files and Diagonals.095,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,228,
195,r4rk1/ppp1qp1p/1n4p1/4P3/6Q1/1N6/PP3PPP/2R1R1K1 b - -,a8d8,yes,STS(v2.2) Open Files and Diagonals.096,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,708,
196,r5k1/p1q2pbp/Ppp1bnp1/4p1B1/Q1P1P3/2N4P/1P2BPP1/5RK1 w - -,f1d1,,STS(v2.2) Open Files and Diagonals.097,,sts_old,36,criko,done,2022-11-02,yes,,,,ok,There is new bm.,ferdy,yes,,,
197,r5k1/p4nbp/2qN2p1/2P2p2/3p1B2/6P1/P2Q1P1P/3R2K1 w - -,d2e2,yes,STS(v2.2) Open Files and Diagonals.098,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1026,
198,r7/3b1pk1/6p1/3Pp2p/2P4P/p4B2/5PP1/2R3K1 b - -,d7f5,yes,STS(v2.2) Open Files and Diagonals.099,,sts_old,40,unix,done,2022-10-30,yes,ferdy,2022-11-28,52,ok,,ferdy,no,,54,1200
199,rbbrqnk1/pp3pp1/2p2n1p/5N2/3P1P2/1BN4P/PPQB2P1/R4RK1 w - -,a1e1,yes,STS(v2.2) Open Files and Diagonals.100,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,345,
200,1k2r2r/1bq2p2/pn4p1/3pP3/pbpN1P1p/4QN1B/1P4PP/2RR3K b - -,b6d7,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.001,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,2002,
201,1q2bn2/6pk/2p1pr1p/2Q2p1P/1PP5/5N2/5PP1/4RBK1 w - -,f3e5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.002,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,566,
202,1r1q1rk1/1b1n1p1p/p2b1np1/3pN3/3P1P2/P1N5/3BB1PP/1R1Q1RK1 b - -,f6e4,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.003,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,1061,
203,1r1r2k1/5pp1/p2p4/1p2pnqp/1BP1Q3/PP1R2P1/5P1P/3R2K1 b - -,f5d4,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.005,,sts_old,40,unix,done,2022-10-30,yes,ferdy,2022-11-28,47,ok,,ferdy,no,,84,1200
204,1r1r4/R3pk2/4n1p1/2p2p2/8/4B3/Pn2BPPP/5RK1 b - -,e6d4,,STS(v3.0) Knight Outposts/Repositioning/Centralization.006,,sts_old,36,criko,done,2022-11-02,yes,ferdy,2022-11-02,44,ok,,ferdy,no,,,1800
205,1r2k2r/pp2ppb1/2n2np1/7p/4P3/P3BB1P/1P1N1PP1/R2R2K1 b k -,f6d7,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.007,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,317,
206,1r2qrk1/3bn3/pp1p3p/n1p1p1p1/P1P5/B1PP1NPP/2Q2PB1/1R2R1K1 w - -,f3d2,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.008,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,367,
207,1r2r2k/2b2q1p/p4p2/3Pn2P/3N1N2/1P2R3/4Q3/1K1R4 w - -,f4e6,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.009,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,730,
208,1r3rk1/8/3p3p/p1qP2p1/R1b1P3/2Np1P2/1P1Q1RP1/6K1 w - -,c3d1,,STS(v3.0) Knight Outposts/Repositioning/Centralization.010,,sts_old,36,criko,done,2022-11-02,yes,,,,,,ferdy,no,,,
209,1r6/1q2b1k1/pn1pb3/B1p1p1pp/2P1Pp2/NP3P1P/1R2Q1PN/6K1 b - -,b6c8,,STS(v3.0) Knight Outposts/Repositioning/Centralization.011,,sts_old,40,ferdy,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,,
210,1r6/2qnrpk1/2pp1np1/pp2P3/4P3/PBN2Q2/1PPR1PP1/3R2K1 b - -,d7e5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.012,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,1886,
211,1rr2qk1/3p1pp1/1pb2n1p/4p3/p1P1P2P/P1NQ1BP1/1P3PK1/2RR4 w - -,c3b5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.013,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,306,
212,2b2rk1/1r1nbppp/4p3/1p2P3/p4P2/P1N1B3/BPP4P/R2R2K1 w - -,c3e4,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.014,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,143,
213,2b3n1/6kp/p1nB1pp1/8/1p2P1P1/4NP2/PP3K2/3B4 w - -,e3d5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.015,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,524,
214,2b5/2p1r2k/1pP2q1p/p2Pp3/4R3/1PN1Q2P/P2KP3/8 w - -,c3b5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.016,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,3946,
215,2k3r1/1b2bp2/2p2n2/ppn1p1Bp/2p1P2P/P4B2/1P1RN1P1/4K2R b K -,c5d3,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.017,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,,ferdy,no,,254,
216,2r2r1k/p3ppbp/qpnp2pn/5P2/2P1PP2/P1N1BB2/1PQ3RP/3R2K1 w - -,c3b5,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.018,,sts_old,40,unix,done,2022-10-30,yes,,,,ok,There is new bm.,ferdy,yes,,1169,
